img_name,class
cell_img/0.png,3
cell_img/1.png,3
cell_img/2.png,3
cell_img/3.png,3
cell_img/4.png,3
cell_img/5.png,3
cell_img/6.png,3
cell_img/7.png,3
cell_img/8.png,3
cell_img/9.png,3
cell_img/10.png,3
cell_img/11.png,3
cell_img/12.png,3
cell_img/13.png,3
cell_img/14.png,3
cell_img/15.png,3
cell_img/16.png,3
cell_img/17.png,3
cell_img/18.png,3
cell_img/19.png,3
cell_img/20.png,3
cell_img/21.png,3
cell_img/22.png,3
cell_img/23.png,3
cell_img/24.png,3
cell_img/25.png,3
cell_img/26.png,3
cell_img/27.png,3
cell_img/28.png,3
cell_img/29.png,3
cell_img/30.png,3
cell_img/31.png,3
cell_img/32.png,3
cell_img/33.png,4
cell_img/34.png,3
cell_img/35.png,3
cell_img/36.png,3
cell_img/37.png,3
cell_img/38.png,3
cell_img/39.png,3
cell_img/40.png,3
cell_img/41.png,3
cell_img/42.png,3
cell_img/43.png,3
cell_img/44.png,3
cell_img/45.png,3
cell_img/46.png,3
cell_img/47.png,3
cell_img/48.png,3
cell_img/49.png,3
cell_img/50.png,3
cell_img/51.png,3
cell_img/52.png,3
cell_img/53.png,3
cell_img/54.png,3
cell_img/55.png,3
cell_img/56.png,3
cell_img/57.png,3
cell_img/58.png,3
cell_img/59.png,3
cell_img/60.png,3
cell_img/61.png,3
cell_img/62.png,3
cell_img/63.png,3
cell_img/64.png,3
cell_img/65.png,3
cell_img/66.png,3
cell_img/67.png,3
cell_img/68.png,3
cell_img/69.png,3
cell_img/70.png,1
cell_img/71.png,2
cell_img/72.png,2
cell_img/73.png,2
cell_img/74.png,2
cell_img/75.png,1
cell_img/76.png,1
cell_img/77.png,1
cell_img/78.png,1
cell_img/79.png,1
cell_img/80.png,1
cell_img/81.png,1
cell_img/82.png,1
cell_img/83.png,1
cell_img/84.png,3
cell_img/85.png,3
cell_img/86.png,3
cell_img/87.png,1
cell_img/88.png,3
cell_img/89.png,3
cell_img/90.png,2
cell_img/91.png,2
cell_img/92.png,1
cell_img/93.png,1
cell_img/94.png,1
cell_img/95.png,2
cell_img/96.png,2
cell_img/97.png,1
cell_img/98.png,1
cell_img/99.png,1
cell_img/100.png,1
cell_img/101.png,1
cell_img/102.png,1
cell_img/103.png,1
cell_img/104.png,2
cell_img/105.png,1
cell_img/106.png,3
cell_img/107.png,1
cell_img/108.png,1
cell_img/109.png,1
cell_img/110.png,1
cell_img/111.png,1
cell_img/112.png,1
cell_img/113.png,1
cell_img/114.png,1
cell_img/115.png,2
cell_img/116.png,1
cell_img/117.png,2
cell_img/118.png,1
cell_img/119.png,1
cell_img/120.png,1
cell_img/121.png,1
cell_img/122.png,1
cell_img/123.png,1
cell_img/124.png,1
cell_img/125.png,2
cell_img/126.png,3
cell_img/127.png,1
cell_img/128.png,1
cell_img/129.png,1
cell_img/130.png,1
cell_img/131.png,1
cell_img/132.png,2
cell_img/133.png,2
cell_img/134.png,2
cell_img/135.png,1
cell_img/136.png,1
cell_img/137.png,1
cell_img/138.png,1
cell_img/139.png,1
cell_img/140.png,1
cell_img/141.png,1
cell_img/142.png,2
cell_img/143.png,2
cell_img/144.png,1
cell_img/145.png,1
cell_img/146.png,2
cell_img/147.png,1
cell_img/148.png,1
cell_img/149.png,1
cell_img/150.png,1
cell_img/151.png,2
cell_img/152.png,2
cell_img/153.png,1
cell_img/154.png,2
cell_img/155.png,2
cell_img/156.png,2
cell_img/157.png,2
cell_img/158.png,1
cell_img/159.png,1
cell_img/160.png,1
cell_img/161.png,2
cell_img/162.png,1
cell_img/163.png,1
cell_img/164.png,2
cell_img/165.png,2
cell_img/166.png,1
cell_img/167.png,2
cell_img/168.png,2
cell_img/169.png,1
cell_img/170.png,2
cell_img/171.png,2
cell_img/172.png,1
cell_img/173.png,2
cell_img/174.png,2
cell_img/175.png,1
cell_img/176.png,2
cell_img/177.png,1
cell_img/178.png,2
cell_img/179.png,1
cell_img/180.png,1
cell_img/181.png,1
cell_img/182.png,2
cell_img/183.png,1
cell_img/184.png,1
cell_img/185.png,2
cell_img/186.png,1
cell_img/187.png,2
cell_img/188.png,1
cell_img/189.png,2
cell_img/190.png,1
cell_img/191.png,2
cell_img/192.png,2
cell_img/193.png,1
cell_img/194.png,1
cell_img/195.png,1
cell_img/196.png,2
cell_img/197.png,2
cell_img/198.png,1
cell_img/199.png,1
cell_img/200.png,1
cell_img/201.png,2
cell_img/202.png,2
cell_img/203.png,1
cell_img/204.png,1
cell_img/205.png,2
cell_img/206.png,2
cell_img/207.png,1
cell_img/208.png,1
cell_img/209.png,2
cell_img/210.png,2
cell_img/211.png,2
cell_img/212.png,2
cell_img/213.png,1
cell_img/214.png,2
cell_img/215.png,2
cell_img/216.png,1
cell_img/217.png,1
cell_img/218.png,1
cell_img/219.png,1
cell_img/220.png,2
cell_img/221.png,2
cell_img/222.png,2
cell_img/223.png,2
cell_img/224.png,2
cell_img/225.png,2
cell_img/226.png,1
cell_img/227.png,1
cell_img/228.png,2
cell_img/229.png,2
cell_img/230.png,1
cell_img/231.png,1
cell_img/232.png,1
cell_img/233.png,2
cell_img/234.png,1
cell_img/235.png,1
cell_img/236.png,1
cell_img/237.png,1
cell_img/238.png,2
cell_img/239.png,1
cell_img/240.png,1
cell_img/241.png,3
cell_img/242.png,3
cell_img/243.png,3
cell_img/244.png,2
cell_img/245.png,2
cell_img/246.png,3
cell_img/247.png,3
cell_img/248.png,3
cell_img/249.png,2
cell_img/250.png,2
cell_img/251.png,2
cell_img/252.png,3
cell_img/253.png,3
cell_img/254.png,2
cell_img/255.png,3
cell_img/256.png,2
cell_img/257.png,2
cell_img/258.png,2
cell_img/259.png,2
cell_img/260.png,2
cell_img/261.png,2
cell_img/262.png,2
cell_img/263.png,3
cell_img/264.png,3
cell_img/265.png,2
cell_img/266.png,2
cell_img/267.png,2
cell_img/268.png,2
cell_img/269.png,2
cell_img/270.png,3
cell_img/271.png,2
cell_img/272.png,2
cell_img/273.png,2
cell_img/274.png,2
cell_img/275.png,3
cell_img/276.png,2
cell_img/277.png,2
cell_img/278.png,2
cell_img/279.png,3
cell_img/280.png,2
cell_img/281.png,2
cell_img/282.png,3
cell_img/283.png,2
cell_img/284.png,3
cell_img/285.png,2
cell_img/286.png,2
cell_img/287.png,2
cell_img/288.png,3
cell_img/289.png,2
cell_img/290.png,2
cell_img/291.png,2
cell_img/292.png,2
cell_img/293.png,2
cell_img/294.png,2
cell_img/295.png,2
cell_img/296.png,2
cell_img/297.png,3
cell_img/298.png,3
cell_img/299.png,3
cell_img/300.png,3
cell_img/301.png,3
cell_img/302.png,3
cell_img/303.png,3
cell_img/304.png,3
cell_img/305.png,3
cell_img/306.png,1
cell_img/307.png,3
cell_img/308.png,0
cell_img/309.png,3
cell_img/310.png,0
cell_img/311.png,0
cell_img/312.png,1
cell_img/313.png,3
cell_img/314.png,3
cell_img/315.png,3
cell_img/316.png,3
cell_img/317.png,3
cell_img/318.png,0
cell_img/319.png,0
cell_img/320.png,3
cell_img/321.png,3
cell_img/322.png,1
cell_img/323.png,2
cell_img/324.png,3
cell_img/325.png,1
cell_img/326.png,3
cell_img/327.png,3
cell_img/328.png,3
cell_img/329.png,3
cell_img/330.png,3
cell_img/331.png,3
cell_img/332.png,3
cell_img/333.png,0
cell_img/334.png,3
cell_img/335.png,3
cell_img/336.png,3
cell_img/337.png,0
cell_img/338.png,0
cell_img/339.png,2
cell_img/340.png,3
cell_img/341.png,3
cell_img/342.png,0
cell_img/343.png,2
cell_img/344.png,2
cell_img/345.png,3
cell_img/346.png,2
cell_img/347.png,3
cell_img/348.png,3
cell_img/349.png,3
cell_img/350.png,1
cell_img/351.png,3
cell_img/352.png,1
cell_img/353.png,3
cell_img/354.png,3
cell_img/355.png,3
cell_img/356.png,0
cell_img/357.png,3
cell_img/358.png,3
cell_img/359.png,3
cell_img/360.png,3
cell_img/361.png,3
cell_img/362.png,3
cell_img/363.png,3
cell_img/364.png,2
cell_img/365.png,0
cell_img/366.png,0
cell_img/367.png,0
cell_img/368.png,0
cell_img/369.png,0
cell_img/370.png,2
cell_img/371.png,2
cell_img/372.png,2
cell_img/373.png,0
cell_img/374.png,0
cell_img/375.png,0
cell_img/376.png,3
cell_img/377.png,2
cell_img/378.png,3
cell_img/379.png,3
cell_img/380.png,3
cell_img/381.png,0
cell_img/382.png,2
cell_img/383.png,0
cell_img/384.png,3
cell_img/385.png,3
cell_img/386.png,3
cell_img/387.png,2
cell_img/388.png,0
cell_img/389.png,3
cell_img/390.png,3
cell_img/391.png,3
cell_img/392.png,3
cell_img/393.png,0
cell_img/394.png,2
cell_img/395.png,3
cell_img/396.png,3
cell_img/397.png,3
cell_img/398.png,3
cell_img/399.png,0
cell_img/400.png,3
cell_img/401.png,3
cell_img/402.png,3
cell_img/403.png,2
cell_img/404.png,1
cell_img/405.png,1
cell_img/406.png,0
cell_img/407.png,3
cell_img/408.png,3
cell_img/409.png,0
cell_img/410.png,0
cell_img/411.png,0
cell_img/412.png,2
cell_img/413.png,2
cell_img/414.png,3
cell_img/415.png,2
cell_img/416.png,2
cell_img/417.png,3
cell_img/418.png,3
cell_img/419.png,0
cell_img/420.png,0
cell_img/421.png,0
cell_img/422.png,0
cell_img/423.png,0
cell_img/424.png,0
cell_img/425.png,0
cell_img/426.png,0
cell_img/427.png,0
cell_img/428.png,0
cell_img/429.png,0
cell_img/430.png,0
cell_img/431.png,0
cell_img/432.png,0
cell_img/433.png,0
cell_img/434.png,0
cell_img/435.png,0
cell_img/436.png,0
cell_img/437.png,0
cell_img/438.png,0
cell_img/439.png,0
cell_img/440.png,0
cell_img/441.png,0
cell_img/442.png,0
cell_img/443.png,0
cell_img/444.png,0
cell_img/445.png,0
cell_img/446.png,0
cell_img/447.png,0
cell_img/448.png,0
cell_img/449.png,0
cell_img/450.png,0
cell_img/451.png,0
cell_img/452.png,0
cell_img/453.png,0
cell_img/454.png,0
cell_img/455.png,0
cell_img/456.png,0
cell_img/457.png,0
cell_img/458.png,0
cell_img/459.png,0
cell_img/460.png,0
cell_img/461.png,0
cell_img/462.png,0
cell_img/463.png,0
cell_img/464.png,0
cell_img/465.png,0
cell_img/466.png,0
cell_img/467.png,0
cell_img/468.png,0
cell_img/469.png,0
cell_img/470.png,0
cell_img/471.png,0
cell_img/472.png,0
cell_img/473.png,0
cell_img/474.png,0
cell_img/475.png,0
cell_img/476.png,0
cell_img/477.png,0
cell_img/478.png,0
cell_img/479.png,0
cell_img/480.png,0
cell_img/481.png,0
cell_img/482.png,0
cell_img/483.png,0
cell_img/484.png,0
cell_img/485.png,0
cell_img/486.png,0
cell_img/487.png,0
cell_img/488.png,0
cell_img/489.png,0
cell_img/490.png,0
cell_img/491.png,0
cell_img/492.png,0
cell_img/493.png,0
cell_img/494.png,0
cell_img/495.png,0
cell_img/496.png,0
cell_img/497.png,0
cell_img/498.png,0
